EmpID,Training Date,Training Program Name,Training Type,Training Outcome,Location,Trainer,Training Duration(Days),Training Cost,Training Duration(hours)
3310,22-Jul-23,Project Management,External,Incomplete,West Vincent,Thomas Ray,3,514.23,24
3311,10-Dec-22,Communication Skills,Internal,Passed,Benjaminchester,Antonio Cox,3,773.82,24
3312,11-Nov-22,Communication Skills,Internal,Failed,New Adamborough,Christopher Ramirez,4,760.81,32
3313,30-Mar-23,Technical Skills,Internal,Failed,Port Brittany,Jeffrey Higgins,1,705.95,8
3314,10-Jun-23,Customer Service,External,Incomplete,Wongville,Emma Moran,2,651.52,16
3315,03-Feb-23,Leadership Development,Internal,Incomplete,Tonyamouth,Stephanie Obrien,1,976.59,8
3316,17-Aug-22,Communication Skills,Internal,Failed,Riveramouth,Mary Gibson,1,780.12,8
3317,20-Dec-22,Customer Service,External,Passed,Port Robert,Stephanie Edwards,1,870.15,8
3318,16-Sep-22,Leadership Development,Internal,Incomplete,North Taylorfurt,Lisa Hill,2,728.28,16
3319,27-Jun-23,Technical Skills,Internal,Completed,Ramirezland,Maurice Rivera,2,141.88,16
3320,16-Oct-22,Project Management,Internal,Completed,Cynthiaview,Brittany Rodriguez,3,678.77,24
3321,23-Aug-22,Project Management,Internal,Passed,New Morganshire,Cynthia Bailey,1,134.05,8
3322,11-May-23,Communication Skills,External,Failed,South Davidtown,Dr. Derek Shaffer,5,371.76,40
3323,27-Sep-22,Communication Skills,External,Incomplete,South Johnside,Bradley Garcia,5,967.51,40
3324,16-Jun-23,Technical Skills,External,Failed,East Lauraton,Keith Smith,3,468.78,24
3325,17-Apr-23,Technical Skills,External,Completed,South William,William Hernandez,4,747.42,32
3326,06-Nov-22,Project Management,Internal,Completed,Floydview,Michael Bell,3,115.27,24
3327,04-Jun-23,Customer Service,Internal,Incomplete,Karihaven,Ariel Hicks,3,454.55,24
3328,26-Nov-22,Technical Skills,Internal,Failed,South Christopher,John Faulkner,1,391.22,8
3329,21-Dec-22,Customer Service,External,Incomplete,Galvanville,Anthony Burton,3,845.51,24
3330,22-Apr-23,Project Management,External,Incomplete,Greenfort,Manuel Byrd,2,713.22,16
3331,11-Aug-22,Communication Skills,Internal,Passed,Franklinfurt,Angela Mitchell,2,242.55,16
3332,09-Feb-23,Technical Skills,Internal,Completed,New Kevintown,Heather Hoover,5,385.68,40
3333,05-Jan-23,Customer Service,Internal,Passed,Walkerport,Teresa Rogers,4,995.4,32
3334,23-Oct-22,Project Management,External,Completed,Lake Bradley,Lauren Brown,5,583.4,40
3335,17-Mar-23,Project Management,Internal,Incomplete,North Rebecca,Linda Cunningham,5,388.61,40
3336,02-Apr-23,Leadership Development,Internal,Incomplete,Estradamouth,Stacey Anderson,4,290.13,32
3337,28-Apr-23,Customer Service,Internal,Failed,Brianbury,Christopher Warren,3,933.76,24
3338,23-Jun-23,Project Management,External,Incomplete,Avilafurt,Michael Hill,3,796.62,24
3339,02-Feb-23,Customer Service,External,Failed,North Jamesburgh,James Mclean,4,986.69,32
3340,09-Jul-23,Technical Skills,External,Failed,Hollyfort,Jeremy Paul,4,965.82,32
3341,19-Jul-23,Technical Skills,Internal,Failed,South John,Krista Estrada,1,933.59,8
3342,15-Nov-22,Leadership Development,Internal,Failed,Clarkville,Guy Cuevas,4,583.66,32
3343,05-Jul-23,Technical Skills,External,Failed,Lauramouth,Matthew Patterson,2,819.62,16
3344,20-Nov-22,Communication Skills,Internal,Failed,West Todd,Michael Schultz,5,925,40
3345,28-Dec-22,Project Management,External,Incomplete,Alexishaven,Julia Hernandez,5,127.93,40
3346,27-Oct-22,Leadership Development,Internal,Incomplete,Johnsonberg,Elizabeth Lopez,1,608.47,8
3347,24-Jan-23,Technical Skills,External,Incomplete,East Vicki,Theresa Martin,1,501.92,8
3348,29-Apr-23,Project Management,Internal,Passed,Kennethtown,Colton Knight,2,922.33,16
3349,31-Aug-22,Project Management,Internal,Incomplete,West Garyburgh,Kimberly Ross,5,306.01,40
3350,30-Sep-22,Project Management,Internal,Passed,Lake Elizabeth,Steven Smith,2,963.95,16
3351,17-Feb-23,Communication Skills,External,Incomplete,North Sabrina,Nicole Hernandez,1,388.02,8
3352,26-Apr-23,Project Management,Internal,Failed,Kyletown,Sandra Rodriguez,1,140.61,8
3353,14-Mar-23,Project Management,External,Incomplete,Katherinestad,Lee Holt,3,749.47,24
3354,19-Nov-22,Communication Skills,Internal,Incomplete,South Elizabeth,Sarah Ramirez,5,503.22,40
3355,14-Jun-23,Leadership Development,Internal,Passed,Kristamouth,Jimmy Day,4,492.21,32
3356,08-Aug-22,Leadership Development,External,Completed,East Nicholefurt,Nicole Rodgers,5,890.94,40
3357,12-Jul-23,Technical Skills,Internal,Failed,Lake Jeffreyberg,Justin Henson,2,621.3,16
3358,28-Aug-22,Customer Service,External,Failed,South Melissa,Eric Webb,5,806.4,40
3359,13-Apr-23,Project Management,External,Passed,Port Janice,Meghan Romero,5,886.07,40
3360,14-Dec-22,Customer Service,External,Passed,Harrisport,Robert George,3,740.89,24
3361,14-Nov-22,Communication Skills,External,Passed,North Johnnyberg,Brittany Gutierrez,1,921.81,8
3362,31-Jul-23,Customer Service,Internal,Passed,North Katherineberg,Samantha Chase MD,2,348.84,16
3363,22-May-23,Customer Service,External,Completed,East Diane,Steven Wood,2,826.15,16
3364,01-Dec-22,Leadership Development,Internal,Completed,Keyfurt,Angela Clark,1,205.35,8
3365,23-Aug-22,Communication Skills,External,Incomplete,Nathanton,Robert Blanchard,1,349.86,8
3366,20-Sep-22,Project Management,External,Passed,New Karahaven,Kenneth Ferguson,1,546.47,8
3367,09-Jun-23,Leadership Development,Internal,Passed,West Lisabury,Richard Jones,2,448.21,16
3368,28-Nov-22,Leadership Development,Internal,Incomplete,West Kelly,Donna Webster MD,5,970.35,40
3369,01-Oct-22,Project Management,Internal,Completed,Hicksland,Zachary Ferrell,5,152.86,40
3370,06-Jun-23,Customer Service,External,Completed,Mosleyland,Scott Gordon,2,264.88,16
3371,01-Dec-22,Communication Skills,Internal,Passed,Spencerstad,Matthew Rios,2,210.15,16
3372,05-May-23,Technical Skills,External,Passed,West Ellentown,Christopher Johnson,4,627.18,32
3373,29-Dec-22,Customer Service,External,Incomplete,North Dominique,Jonathan Flores,1,575.42,8
3374,27-Nov-22,Communication Skills,Internal,Completed,Gabrielleport,Laura Cowan,4,123.64,32
3375,30-Jun-23,Technical Skills,Internal,Failed,North Michaelborough,Anna Franklin,1,655.61,8
3376,20-Feb-23,Project Management,External,Incomplete,South Travishaven,Linda Lee,4,410.54,32
3377,24-Oct-22,Communication Skills,Internal,Completed,New Ryan,Luis Greer,2,485.17,16
3378,08-Jul-23,Technical Skills,External,Passed,Port Ashleymouth,Thomas Jensen,1,731.18,8
3379,12-Jan-23,Technical Skills,Internal,Failed,Joannaview,Craig Sullivan,3,849.25,24
3380,26-Oct-22,Technical Skills,Internal,Incomplete,South Peterberg,Daniel Mendez,1,399.81,8
3381,30-Aug-22,Customer Service,Internal,Incomplete,Lorifurt,Benjamin Cooley,4,604.06,32
3382,14-Apr-23,Project Management,Internal,Failed,Jenniferbury,Thomas Smith,2,815.35,16
3383,16-Nov-22,Leadership Development,Internal,Failed,Amybury,Kevin Reyes,4,750.79,32
3384,19-Nov-22,Leadership Development,Internal,Passed,Kochtown,Randall Little,1,981.44,8
3385,10-Feb-23,Technical Skills,External,Failed,Port Michael,Julie Allen,5,553.4,40
3386,26-Aug-22,Leadership Development,External,Incomplete,Savageborough,Laura Sharp,1,348.3,8
3387,16-Oct-22,Technical Skills,Internal,Completed,South Maureenview,Mrs. Crystal White DVM,3,912.09,24
3388,03-Nov-22,Leadership Development,External,Failed,Kennethborough,Kelly Castaneda,2,278.04,16
3389,18-Oct-22,Project Management,External,Completed,Ramostown,Jordan Williams,5,812.22,40
3390,06-Nov-22,Leadership Development,Internal,Failed,Davismouth,Dwayne Allen,3,765.2,24
3391,01-Apr-23,Communication Skills,Internal,Incomplete,Johnborough,Kevin Robinson,2,374.13,16
3392,23-Jan-23,Technical Skills,External,Completed,New Julieshire,Randy Dixon,3,319.39,24
3393,30-Jul-23,Leadership Development,External,Passed,Robinsonshire,Katie Davis,5,538.8,40
3394,12-Sep-22,Leadership Development,External,Incomplete,Port Connie,Timothy Osborne,3,845.75,24
3395,24-Aug-22,Communication Skills,Internal,Failed,Port John,Thomas Lee,3,745.69,24
3396,15-Apr-23,Leadership Development,External,Passed,Lake Susan,Jessica Greer,4,743.92,32
3397,05-Oct-22,Project Management,Internal,Incomplete,West Juan,Patrick Soto,2,826.58,16
3398,24-Aug-22,Project Management,External,Passed,New Jennifer,Sherri Robertson,2,155.61,16
3399,01-Dec-22,Leadership Development,External,Failed,Jennafort,Allison Brown,3,898.26,24
3400,21-Jul-23,Leadership Development,External,Passed,North Connortown,Veronica Knapp,1,639.06,8
3401,25-Apr-23,Project Management,Internal,Passed,New Michellestad,James Owens,5,605.29,40
3402,05-Jul-23,Customer Service,External,Incomplete,Kellychester,Judy Barajas,2,783.25,16
3403,08-Jun-23,Communication Skills,External,Completed,Turnermouth,Justin Johnson,5,406.68,40
3404,10-Apr-23,Customer Service,Internal,Incomplete,North Kelly,Autumn Mcneil,4,518.46,32
3405,05-Apr-23,Customer Service,External,Completed,Kellermouth,William Davenport,1,397.18,8
3406,27-Apr-23,Customer Service,Internal,Incomplete,New Roberthaven,Stephanie Scott,1,538.94,8
3407,06-Feb-23,Leadership Development,External,Incomplete,West Mark,George Boone,1,501.87,8
3408,13-Aug-22,Leadership Development,External,Failed,South Anthonyfort,Jillian Rodriguez,5,877.62,40
3409,27-Jul-23,Technical Skills,Internal,Failed,Johnsonfort,April Howell,2,575.11,16
3410,05-Mar-23,Leadership Development,External,Failed,Williamsmouth,Willie Smith,2,729.76,16
3411,31-May-23,Customer Service,Internal,Incomplete,Jasonchester,James Johnson,5,961.53,40
3412,07-Oct-22,Leadership Development,External,Incomplete,Millerbury,Michael Bailey,2,966.67,16
3413,20-Mar-23,Customer Service,External,Passed,South Angela,Adam Sanford,5,394.1,40
3414,23-Jul-23,Project Management,External,Incomplete,East Adam,Eric Vaughn,2,616.09,16
3415,16-Sep-22,Leadership Development,Internal,Completed,Fredericktown,Laura Hanson,4,103.35,32
3416,18-Feb-23,Leadership Development,External,Incomplete,Vaughnchester,Chad Gutierrez,5,488.05,40
3417,10-Mar-23,Project Management,External,Incomplete,Perrytown,Justin Stone,5,906.21,40
3418,15-Jun-23,Technical Skills,Internal,Completed,Christinaburgh,Kenneth Parker,4,397.08,32
3419,18-May-23,Project Management,External,Passed,South Davidfort,Joan Reeves,3,999.72,24
3420,15-Dec-22,Project Management,External,Passed,North Christophermouth,Jeremy Andrews,2,489.02,16
3421,22-Jan-23,Customer Service,External,Passed,Greeneside,Martin Ross,1,786.71,8
3422,13-Mar-23,Communication Skills,Internal,Failed,Alyssaview,Paul Davis,1,707.96,8
3423,14-Oct-22,Technical Skills,External,Completed,Kramerbury,David Matthews,1,439.65,8
3424,18-Aug-22,Project Management,Internal,Completed,Lozanoburgh,Julie Bell,5,981.13,40
3425,19-May-23,Technical Skills,External,Completed,Hughesburgh,Paige Figueroa,3,184.27,24
3426,02-May-23,Leadership Development,Internal,Failed,North Joshuatown,Joel Brooks,5,675.37,40
3427,15-Jul-23,Leadership Development,Internal,Failed,South Marisa,Taylor Rodriguez,2,606.11,16
3428,12-Sep-22,Customer Service,External,Incomplete,Tammieville,Kelly Patterson DDS,4,673.02,32
3429,13-Aug-22,Leadership Development,External,Failed,East Roberthaven,Taylor Thomas,2,413.28,16
3430,15-Dec-22,Project Management,External,Completed,Garzatown,Holly Elliott,3,663.78,24
3431,13-Jul-23,Technical Skills,External,Failed,Lake Meganville,Donald Martinez,5,399.03,40
3432,18-Apr-23,Project Management,Internal,Passed,Kingchester,Holly Sloan,2,820.33,16
3433,06-Aug-22,Customer Service,External,Passed,Lancehaven,David Stewart,5,295.08,40
3434,07-Oct-22,Leadership Development,Internal,Passed,Jeremyshire,Stephanie Garza,3,790.15,24
3435,19-Jul-23,Customer Service,Internal,Passed,West Randall,John Brown,3,798.4,24
3436,09-Apr-23,Leadership Development,Internal,Failed,Nicolebury,Megan Wilson,5,192.61,40
3437,20-Oct-22,Technical Skills,Internal,Failed,Jenniferhaven,Mrs. Valerie Brown,1,455.68,8
3438,05-Oct-22,Technical Skills,Internal,Failed,Nunezmouth,Sharon Flores DDS,2,208.17,16
3439,09-Mar-23,Technical Skills,External,Incomplete,Port Margaretview,Kimberly Garcia,1,421.07,8
3440,29-May-23,Communication Skills,External,Failed,Nancyview,Christopher Underwood,1,649.03,8
3441,08-Jan-23,Project Management,Internal,Passed,Carrollside,Robert Kane,4,450.2,32
3442,06-Mar-23,Project Management,External,Failed,Port Davidshire,Victoria Berry,4,286.87,32
3443,18-Feb-23,Technical Skills,External,Failed,East Katie,Gary Thornton,3,402.13,24
3444,02-Nov-22,Technical Skills,External,Failed,Jacobburgh,William Willis,2,388.84,16
3445,14-Jul-23,Project Management,External,Completed,Ryanmouth,Andre Wu,2,879.64,16
3446,11-Dec-22,Technical Skills,Internal,Failed,South John,Olivia Holland,5,701.13,40
3447,02-Apr-23,Customer Service,Internal,Incomplete,Kristenton,Kimberly Doyle,3,353.21,24
3448,16-May-23,Communication Skills,Internal,Completed,West Jamesview,Lindsay Williams,4,911.05,32
3449,02-Oct-22,Communication Skills,External,Completed,Josebury,Joseph Faulkner,3,242.21,24
3450,12-Jan-23,Technical Skills,Internal,Completed,South Benjaminfurt,Laura Davis,4,186.07,32
3451,22-Mar-23,Technical Skills,External,Completed,Duncanview,Betty Williams,1,921.97,8
3452,13-Sep-22,Customer Service,Internal,Failed,Lake Jonathan,Daniel Miller,1,691.04,8
3453,25-Aug-22,Customer Service,External,Completed,Port Jamesshire,Samantha Hodge,5,964.44,40
3454,07-Feb-23,Communication Skills,Internal,Passed,West Brandon,Jonathan Brady,3,184.9,24
3455,17-Mar-23,Project Management,External,Passed,Wadefurt,Timothy Moreno,1,220.41,8
3456,08-Jun-23,Technical Skills,External,Passed,East Aaron,Morgan Wright,2,336.82,16
3457,15-Apr-23,Customer Service,External,Completed,Williamsbury,Jeremy Garcia,4,485.73,32
3458,02-Dec-22,Communication Skills,Internal,Failed,North Deborahville,Joseph Ward,2,409.27,16
3459,14-Jun-23,Communication Skills,Internal,Passed,Chapmanbury,Joseph Thomas,4,168.32,32
3460,08-Jul-23,Communication Skills,External,Incomplete,Paulashire,Willie Hernandez,5,919.52,40
3461,05-Jan-23,Technical Skills,External,Completed,Taylorland,Micheal Munoz,2,948.43,16
3462,19-Jul-23,Project Management,External,Completed,Erinville,Stacey Esparza,1,320.01,8
3463,29-Aug-22,Technical Skills,Internal,Incomplete,Harperchester,Heather Edwards,4,926.19,32
3464,13-Nov-22,Customer Service,External,Passed,Trevorside,Michaela Wright,2,290.47,16
3465,04-Jun-23,Communication Skills,External,Incomplete,Port Alexaborough,Trevor Perry,1,706.1,8
3466,07-Dec-22,Customer Service,External,Passed,West Angelaside,Erika Jackson,3,447.66,24
3467,24-Feb-23,Technical Skills,Internal,Incomplete,Mariabury,Regina Robinson,1,759.7,8
3468,10-May-23,Customer Service,Internal,Completed,Patelport,Michael Garcia,3,180.63,24
3469,15-Aug-22,Communication Skills,Internal,Failed,North Jeanetteville,Lisa Barnes,2,552.54,16
3470,26-Sep-22,Project Management,External,Passed,New Molly,Katie Wong MD,1,986.96,8
3471,23-Mar-23,Customer Service,External,Passed,West Jonathan,Frank Joyce,3,109.98,24
3472,12-Feb-23,Technical Skills,External,Completed,Port Karatown,Matthew Meyer,5,537.24,40
3473,06-Dec-22,Communication Skills,External,Failed,Wagnertown,Frank Harris,5,789.99,40
3474,01-Sep-22,Customer Service,External,Incomplete,New Michaelport,Justin Rodriguez,5,155.51,40
3475,02-Nov-22,Customer Service,Internal,Passed,South Taylorfurt,Jenna Sherman,2,648.76,16
3476,18-Nov-22,Leadership Development,Internal,Incomplete,Stephanieshire,Dr. Margaret Allen,4,533.5,32
3477,07-Nov-22,Leadership Development,External,Failed,New Cynthia,Kristin Terry,5,429.48,40
3478,05-Oct-22,Technical Skills,External,Incomplete,Port Matthew,Daniel Solomon,1,526.74,8
3479,18-Jan-23,Communication Skills,Internal,Passed,Stephanieburgh,Michael Dixon,3,443.45,24
3480,02-Mar-23,Leadership Development,External,Failed,North Amyfurt,Robert Hill,1,887.15,8
3481,29-May-23,Technical Skills,External,Incomplete,East Charleston,Glenda Ryan,5,758.95,40
3482,03-Mar-23,Technical Skills,Internal,Failed,Saraland,Jennifer Brown,1,627.11,8
3483,10-Aug-22,Project Management,External,Passed,Manuelfort,Cody Adams,4,111.96,32
3484,27-Jun-23,Project Management,External,Passed,Johnsonport,Justin Barton,1,795.7,8
3485,07-Aug-22,Customer Service,Internal,Passed,Port Bradley,Michael Chase,2,796.45,16
3486,23-Jul-23,Project Management,Internal,Completed,Lake Angelafort,Daniel Jones,5,812.59,40
3487,17-Jul-23,Project Management,External,Completed,Lake Lindsayton,Duane Trevino,5,132.97,40
3488,20-Sep-22,Communication Skills,Internal,Completed,West Cynthia,Terrence Hopkins,1,308.19,8
3489,02-Jul-23,Project Management,Internal,Passed,Isabelchester,Brittany Savage,1,131.41,8
3490,19-Jul-23,Technical Skills,Internal,Failed,Lake Robertberg,Samantha Williams,3,389.59,24
3491,14-Jul-23,Project Management,Internal,Incomplete,Petersville,Stephen Blair,3,442.56,24
3492,06-Sep-22,Project Management,Internal,Incomplete,Christinahaven,Amanda Greene,3,327.66,24
3493,19-Feb-23,Project Management,Internal,Completed,Joelmouth,Cathy Fleming,3,400.95,24
3494,11-Feb-23,Technical Skills,Internal,Completed,Victoriahaven,James Perez,2,910.45,16
3495,21-Dec-22,Customer Service,External,Passed,Port Andrew,Christian Higgins,1,701.55,8
3496,16-Feb-23,Project Management,Internal,Incomplete,Port Ashleybury,Monica Keller,1,806.87,8
3497,11-Mar-23,Communication Skills,Internal,Completed,Kelseyborough,Sydney Johnson,2,184.21,16
3498,30-May-23,Project Management,External,Failed,Yorkport,Amy Clark,1,208.43,8
3499,30-Jan-23,Technical Skills,Internal,Incomplete,East Bradley,Angela Lee,2,762.45,16
3500,15-Jun-23,Leadership Development,External,Incomplete,Smithchester,Larry Morales,4,779.79,32
3501,09-Jun-23,Project Management,External,Passed,South Kaylachester,Troy Adams,3,135.95,24
3502,03-Jan-23,Customer Service,External,Incomplete,East Karlton,Bryan Kennedy PhD,3,427.12,24
3503,20-Feb-23,Technical Skills,Internal,Completed,East Brandonview,Lisa Shelton,4,996.35,32
3504,02-Jun-23,Communication Skills,Internal,Completed,Brittneyside,Linda Pena,5,963.23,40
3505,13-Sep-22,Leadership Development,Internal,Failed,West Jamesburgh,Sophia Roberts,5,260.97,40
3506,21-May-23,Leadership Development,Internal,Completed,Deleonport,Jonathan Peterson,1,781.81,8
3507,25-May-23,Project Management,Internal,Passed,Loriberg,Michael Copeland,4,651.77,32
3508,04-Apr-23,Communication Skills,External,Completed,South Michael,Ashley Contreras,1,568.22,8
3509,04-Mar-23,Leadership Development,External,Completed,Diamondchester,William Smith,4,612.1,32
3510,27-Oct-22,Technical Skills,External,Completed,Stevensside,Donna Diaz,4,473.23,32
3511,07-Apr-23,Technical Skills,Internal,Completed,Anthonyville,Juan Peck,3,344.44,24
3512,25-Nov-22,Communication Skills,Internal,Failed,Bryantport,Sharon Miller,2,206.44,16
3513,03-Jun-23,Communication Skills,External,Completed,East Adam,Katie Harrington,1,599,8
3514,21-Feb-23,Leadership Development,Internal,Incomplete,West Adam,Jimmy Lucero,3,975.46,24
3515,04-Feb-23,Customer Service,Internal,Completed,West Keith,Elizabeth Cook,1,143.96,8
3516,22-Jun-23,Technical Skills,Internal,Incomplete,Lake Stephen,Gregory Kramer,1,570.42,8
3517,17-Sep-22,Technical Skills,Internal,Failed,Hillberg,Mr. Frederick Fuentes,3,391.31,24
3518,27-Jun-23,Customer Service,Internal,Completed,Port Vanessafort,Michael Parker,3,826.58,24
3519,11-Dec-22,Leadership Development,External,Incomplete,Deborahshire,Patrick Reeves,4,930.69,32
3520,11-Sep-22,Customer Service,External,Incomplete,North Anthonybury,Robin Sims,1,607.93,8
3521,28-Feb-23,Communication Skills,Internal,Incomplete,West Travis,Lindsay Matthews,5,723.5,40
3522,05-May-23,Communication Skills,External,Completed,Gonzalesberg,Joe Gonzalez,5,394.04,40
3523,10-Jul-23,Leadership Development,External,Incomplete,South William,Felicia Berg,2,451.18,16
3524,02-Jan-23,Communication Skills,Internal,Completed,Wilsonmouth,Jessica Vazquez,5,124.65,40
3525,09-Oct-22,Leadership Development,External,Incomplete,East Michaelburgh,Tara Christensen,4,237.75,32
3526,15-Oct-22,Customer Service,Internal,Passed,Thompsonton,Denise Wilkerson,2,360.5,16
3527,06-Jan-23,Project Management,Internal,Failed,Berryland,Scott Richardson,4,396.28,32
3528,02-Mar-23,Technical Skills,External,Passed,Port Williamville,Joseph Phillips,1,465.96,8
3529,04-Sep-22,Project Management,Internal,Incomplete,South Andretown,Julie Hoffman,1,515.56,8
3530,18-Jan-23,Customer Service,External,Passed,Emilyside,Christopher Gonzalez,2,496.85,16
3531,30-Nov-22,Leadership Development,External,Completed,Dannybury,Kristen Harris,3,629.46,24
3532,02-May-23,Technical Skills,Internal,Failed,Michaelhaven,Scott Anderson,2,771.61,16
3533,11-May-23,Leadership Development,Internal,Completed,North Janet,Jamie Dougherty,4,418.4,32
3534,21-May-23,Customer Service,Internal,Completed,Jacksonbury,Kathleen Bailey,3,900.96,24
3535,25-Jun-23,Technical Skills,External,Incomplete,Derrickview,Katherine Valentine,1,936.96,8
3536,23-Nov-22,Leadership Development,External,Passed,New Jamesstad,Marissa Dean,5,269.03,40
3537,06-Feb-23,Leadership Development,Internal,Completed,Griffintown,Janice Leblanc,4,853.77,32
3538,06-Oct-22,Technical Skills,Internal,Failed,East Crystal,Joshua Mcguire,4,141.07,32
3539,17-Mar-23,Project Management,External,Failed,Brandtchester,Justin Adams,4,234.77,32
3540,26-Oct-22,Communication Skills,External,Incomplete,West Josephmouth,Kristin Rodriguez,2,903.46,16
3541,22-May-23,Customer Service,External,Passed,East Timothy,Ronald Butler,4,380.3,32
3542,22-Aug-22,Project Management,Internal,Failed,New Tyler,Jessica Lopez,4,511.42,32
3543,21-May-23,Communication Skills,External,Passed,Charlesville,Brett Turner IV,4,171.03,32
3544,02-May-23,Leadership Development,External,Passed,Rayborough,Mrs. Nicole Simon,3,842.93,24
3545,04-May-23,Customer Service,External,Incomplete,Lopezbury,Monica Jimenez,5,581.12,40
3546,21-Nov-22,Project Management,External,Passed,New Faith,Stephanie Horton,4,426.45,32
3547,24-Apr-23,Technical Skills,External,Failed,Port Robertbury,Timothy Black,4,805.05,32
3548,16-Aug-22,Leadership Development,External,Passed,Lake Tinamouth,Corey Hernandez,3,368.8,24
3549,02-Nov-22,Communication Skills,External,Failed,Claudiashire,John Gutierrez DDS,5,788.67,40
3550,09-Apr-23,Project Management,Internal,Completed,New Bonnie,Lisa Gibbs,4,363.11,32
3551,27-Oct-22,Communication Skills,External,Incomplete,Danielfort,Jesus Daniel,1,570.13,8
3552,26-Nov-22,Leadership Development,External,Failed,Charlottebury,John Miller,4,480.87,32
3553,11-Dec-22,Project Management,Internal,Incomplete,West David,Christopher Curtis,5,689.48,40
3554,05-Jun-23,Project Management,Internal,Completed,Carsonmouth,Collin Santiago,4,283.33,32
3555,04-Mar-23,Leadership Development,External,Passed,Nashview,Darlene Vega,4,566.12,32
3556,11-Feb-23,Customer Service,Internal,Incomplete,Christinastad,Mandy Morrison,1,513.92,8
3557,04-Feb-23,Project Management,External,Failed,East Cherylmouth,Melissa Oliver,1,210.38,8
3558,18-Jul-23,Technical Skills,Internal,Completed,Lake Markberg,Cassandra Bell,1,941.54,8
3559,30-Nov-22,Project Management,External,Failed,West Michelletown,John Allen,2,959.81,16
3560,22-May-23,Technical Skills,External,Passed,East Jenna,Rebecca Welch,1,738.92,8
3561,07-Sep-22,Technical Skills,External,Failed,Lake Johnstad,Samuel Lynch,5,445.04,40
3562,02-Jan-23,Project Management,External,Failed,West William,Jason Gallegos,3,808.05,24
3563,06-Apr-23,Leadership Development,External,Passed,Lake Tammyborough,Samantha Fisher,4,886.9,32
3564,10-Dec-22,Technical Skills,External,Incomplete,North Richard,Kimberly Thomas,4,106.14,32
3565,06-May-23,Project Management,External,Passed,Courtneymouth,Samantha Nichols,4,684.35,32
3566,05-Sep-22,Communication Skills,Internal,Failed,Jordanborough,John Gamble,2,578.81,16
3567,09-Jun-23,Customer Service,Internal,Completed,Sierraton,April Wilson,5,764.51,40
3568,23-Aug-22,Project Management,Internal,Incomplete,Frenchside,Anthony Nixon,2,201.76,16
3569,09-Nov-22,Technical Skills,External,Incomplete,Fernandezborough,Rachel Foster,4,730.04,32
3570,29-Mar-23,Project Management,External,Failed,Port Kristopherfurt,Matthew Ramirez,2,796.88,16
3571,04-Aug-23,Project Management,External,Completed,North William,Tanya Melendez,3,834.44,24
3572,19-May-23,Leadership Development,Internal,Failed,Port Dennis,Brady Newton,5,569.17,40
3573,06-Oct-22,Customer Service,Internal,Completed,Port Desireeburgh,Francis Cox,4,386.07,32
3574,05-Sep-22,Customer Service,Internal,Completed,Port Amy,Sharon Mcfarland,1,309.56,8
3575,12-Dec-22,Technical Skills,Internal,Incomplete,South Paulport,Brian Hood,3,583.21,24
3576,02-Feb-23,Project Management,External,Completed,East Taylor,Jesse Sullivan,5,398.65,40
3577,26-Jan-23,Communication Skills,Internal,Passed,New Jasonland,Mr. John Singh,5,931.46,40
3578,01-Dec-22,Project Management,External,Completed,Allenborough,Nathan Jones,5,115.06,40
3579,27-Apr-23,Communication Skills,External,Failed,South Jillian,Amber Wright,2,199.82,16
3580,04-Nov-22,Communication Skills,Internal,Failed,New Jamesside,Kelly Rodriguez,5,940.2,40
3581,29-Jan-23,Communication Skills,External,Completed,Michaelberg,Todd Ramirez,1,122.07,8
3582,09-Sep-22,Communication Skills,Internal,Completed,Lopezborough,Erik Reeves,4,875.02,32
3583,18-Mar-23,Communication Skills,Internal,Incomplete,Philipburgh,Jennifer Woods,4,116.4,32
3584,15-Dec-22,Technical Skills,External,Passed,Johnathanmouth,Penny Taylor,5,341.78,40
3585,14-Feb-23,Communication Skills,Internal,Completed,Michaelfort,Jacob Lee,4,107.48,32
3586,30-Sep-22,Communication Skills,External,Completed,Browntown,Tamara Hayes,1,502.7,8
3587,22-Mar-23,Leadership Development,External,Completed,New Larryshire,Darren Lam,5,570.04,40
3588,23-Mar-23,Communication Skills,External,Passed,Montgomeryland,Casey Johnston,1,538.83,8
3589,07-Jan-23,Communication Skills,Internal,Incomplete,Tapiabury,Brian Graham,4,881.8,32
3590,02-Apr-23,Leadership Development,External,Completed,North Janetbury,Michelle Baker,1,274.33,8
3591,01-Mar-23,Customer Service,Internal,Failed,Michaelfurt,Amy Murray,1,247.01,8
3592,30-Jan-23,Leadership Development,External,Incomplete,Williamsborough,Daniel Wilson,1,734.68,8
3593,15-Jun-23,Project Management,Internal,Incomplete,West Kathrynmouth,Joanne Ward,3,258.07,24
3594,05-May-23,Leadership Development,Internal,Passed,Jamieville,Ian Martinez,5,472.64,40
3595,21-Feb-23,Technical Skills,External,Passed,Popetown,Angela Sanchez,2,252.88,16
3596,14-Dec-22,Technical Skills,Internal,Incomplete,Lake Alejandroborough,Philip Williams,2,289.68,16
3597,03-Mar-23,Technical Skills,External,Incomplete,Port Jennifershire,Katrina Maldonado,4,505.59,32
3598,11-Oct-22,Technical Skills,Internal,Passed,Aliciahaven,Matthew Alvarado,3,373.87,24
3599,02-Mar-23,Leadership Development,Internal,Completed,Crystalview,Jason Taylor,5,918.86,40
